#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186683.1	87730	88389	-	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	catA1	Chloramphenicol
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186684.1	7235	7998	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186684.1	9154	10075	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186684.1	15370	16236	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186684.1	18684	19485	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186684.1	19883	20380	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186648.1	1103906	1107058	-	OqxB_1	1-3153/3153	===============	0/0	100.00	99.05	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186648.1	1107082	1108257	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186648.1	2655184	2656044	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186648.1	4513716	4514135	-	fosA6_1	1-420/420	===============	0/0	100.00	99.52	resfinder	KU254579	fosA6	Fosfomycin
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186652.1	4628	5407	+	rmtF_1	1-780/780	===============	0/0	100.00	99.87	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186652.1	17718	18593	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186652.1	21415	22275	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186652.1	23490	24302	+	blaNDM-1_1	1-813/813	===============	0/0	100.00	100.00	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ceftazidime+Avibactam;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCF_049532475.1/GCF_049532475.1_ASM4953247v1_genomic.fna	NZ_CP186652.1	31802	32446	+	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186665.1	1223519	1226671	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.86	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186665.1	1226695	1227870	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.23	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186665.1	2117520	2118395	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186665.1	2851137	2851997	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186665.1	4757490	4757909	-	fosA6_1	1-420/420	===============	0/0	100.00	99.76	resfinder	KU254579	fosA6	Fosfomycin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	100000	101246	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	107489	108290	+	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.88	resfinder	X02340	ant(3'')-Ia	Streptomycin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	111653	112513	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	134618	135433	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	Kanamycin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	136410	137331	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	143952	144818	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	145296	146097	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186666.1	146495	146992	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186667.1	56970	58115	+	blaCMY-6_1	1-1146/1146	===============	0/0	100.00	100.00	resfinder	AJ011293	blaCMY-6	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186667.1	99942	100512	+	aac(6')-Ib_1	36-606/606	===============	0/0	94.22	99.30	resfinder	M21682	aac(6')-Ib	Amikacin;Kanamycin;Tobramycin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186667.1	100995	101861	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186667.1	104875	105720	-	rmtC_1	1-846/846	===============	0/0	100.00	100.00	resfinder	AB194779	rmtC	Amikacin;Arbekacin;Gentamicin;Isepamicin;Kanamycin;Sisomicin;Tobramycin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186667.1	106966	107778	+	blaNDM-1_1	1-813/813	===============	0/0	100.00	100.00	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ceftazidime+Avibactam;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186668.1	8250	9013	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186668.1	10690	11550	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186669.1	37255	37911	+	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCF_049532485.1/GCF_049532485.1_ASM4953248v1_genomic.fna	NZ_CP186669.1	43870	44667	-	blaOXA-181_1	1-798/798	===============	0/0	100.00	100.00	resfinder	CM004561	blaOXA-181	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186646.1	1248151	1251303	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.57	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186646.1	1251327	1252502	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.23	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186646.1	2807284	2808144	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186646.1	4702264	4702683	-	fosA_5	1-420/420	===============	0/0	100.00	100.00	resfinder	AFBO01000747	fosA	Fosfomycin
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186647.1	77584	78183	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186647.1	78314	79144	+	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186647.1	83181	84056	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532495.1/GCF_049532495.1_ASM4953249v1_genomic.fna	NZ_CP186647.1	86878	87695	+	blaTEM-104_1	1-818/861	===============	0/0	95.01	100.00	resfinder	AF516719	blaTEM-104	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186654.1	1103909	1107061	-	OqxB_1	1-3153/3153	===============	0/0	100.00	99.05	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186654.1	1107085	1108260	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186654.1	2655188	2656048	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186654.1	4512914	4513333	-	fosA6_1	1-420/420	===============	0/0	100.00	99.52	resfinder	KU254579	fosA6	Fosfomycin
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186657.1	7315	7959	-	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186657.1	15459	16271	-	blaNDM-1_1	1-813/813	===============	0/0	100.00	100.00	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ceftazidime+Avibactam;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186657.1	17486	18346	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186657.1	21168	22043	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532505.1/GCF_049532505.1_ASM4953250v1_genomic.fna	NZ_CP186657.1	34354	35133	-	rmtF_1	1-780/780	===============	0/0	100.00	99.87	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186676.1	1149660	1150535	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186676.1	1152037	1153212	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.41	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186676.1	2810055	2810915	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186676.1	4661848	4662267	-	fosA_6	1-420/420	===============	0/0	100.00	96.91	resfinder	ACZD01000244	fosA	Fosfomycin
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186676.1	4928813	4929688	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186678.1	7235	7998	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186678.1	9154	10075	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186678.1	15370	16236	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186678.1	18684	19485	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCF_049532515.1/GCF_049532515.1_ASM4953251v1_genomic.fna	NZ_CP186678.1	19883	20380	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	159620	160450	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	160581	161180	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	164684	165559	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	168381	169241	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	169962	170798	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	170798	171601	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	171662	172477	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	192232	192876	+	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	197669	198529	-	aac(3)-IId_1	1-861/861	===============	0/0	100.00	99.88	resfinder	EU022314	aac(3)-IId	Apramycin;Dibekacin;Gentamicin;Netilmicin;Sisomicin;Tobramycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	309217	309714	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	310112	310913	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	311391	312257	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	315602	316375	+	armA_1	1-774/774	===============	0/0	100.00	100.00	resfinder	AY220558	armA	Amikacin;Gentamicin;Isepamicin;Netilmicin;Tobramycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	318674	320149	+	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	320205	321089	+	mph(E)_1	1-885/885	===============	0/0	100.00	99.89	resfinder	DQ839391	mph(E)	Erythromycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	326397	327176	+	aph(3')-VI_1	1-780/780	===============	0/0	100.00	100.00	resfinder	KC170992	aph(3')-VI	Amikacin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186631.1	329609	330421	+	blaNDM-1_1	1-813/813	===============	0/0	100.00	100.00	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ceftazidime+Avibactam;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186632.1	1149154	1152306	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.89	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186632.1	1152330	1153505	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.66	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186632.1	2690209	2691075	+	blaSHV-187_1	1-867/867	===============	0/0	100.00	99.54	resfinder	LN515533	blaSHV-187	
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186632.1	4534660	4535079	-	fosA6_1	1-420/420	===============	0/0	100.00	99.29	resfinder	KU254579	fosA6	Fosfomycin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186633.1	210021	211267	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186633.1	212425	212898	+	dfrA1_8	1-474/474	===============	0/0	100.00	100.00	resfinder	X00926	dfrA1	Trimethoprim
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186633.1	213916	214782	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186633.1	224104	224760	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186633.1	226357	227214	-	blaLAP-2_1	1-858/858	===============	0/0	100.00	100.00	resfinder	EU159120	blaLAP-2	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532525.1/GCF_049532525.1_ASM4953252v1_genomic.fna	NZ_CP186633.1	232659	233534	-	blaCTX-M-14_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF252622	blaCTX-M-14	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532535.1/GCF_049532535.1_ASM4953253v1_genomic.fna	NZ_CP186629.1	1140291	1143443	-	OqxB_1	1-3153/3153	===============	0/0	100.00	99.08	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532535.1/GCF_049532535.1_ASM4953253v1_genomic.fna	NZ_CP186629.1	1143467	1144642	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532535.1/GCF_049532535.1_ASM4953253v1_genomic.fna	NZ_CP186629.1	2632544	2633404	+	blaSHV-11_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X98101	blaSHV-11	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532535.1/GCF_049532535.1_ASM4953253v1_genomic.fna	NZ_CP186629.1	4533048	4533467	-	fosA_3	1-420/420	===============	0/0	100.00	98.57	resfinder	ACWO01000079	fosA	Fosfomycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
